ID,Nama,Kode,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Cat_X12,ZX12,PRE_1,RES_1
14,San_Bernardino,CA,20062,1418380,30.1,8.8,2463,3349,83110,75.4,14.9,10.3,8.0,16399,23260,4,2,-0.53274,16282.18652,116.81348
20,Alameda,CA,738,1279182,30.8,10.6,3169,3284,107338,81.4,28.8,8.1,5.3,22148,28331,4,2,0.88355,21407.81436,740.18564
23,Riverside,CA,7208,1170413,27.9,13.2,1385,2435,95494,74.1,14.6,8.4,10.7,17185,20114,4,2,-0.33910,16171.56146,1013.43854
26,Sacramento,CA,966,1041219,29.7,10.6,2464,2855,84305,82.2,23.0,9.8,6.3,18934,19714,4,2,0.09177,19269.06318,-335.06318
37,Honolulu,HI,600,836231,30.6,11.0,2025,2174,51032,81.2,24.6,5.4,2.3,21307,17818,4,2,0.67637,19859.06350,1447.93650
44,Contra_Costa,CA,720,803732,26.5,10.9,1761,1781,51243,86.5,31.6,5.5,5.6,25523,20514,4,3,1.71500,22440.31493,3082.68507
49,Clark,NV,7911,741459,29.0,10.5,969,2011,52786,77.3,13.8,7.5,5.8,18625,13810,4,2,0.01565,15876.56130,2748.43870
52,Salt_Lake,UT,737,725956,27.8,8.5,2094,2076,58610,85.3,23.8,7.7,4.5,15399,11179,4,1,-0.77909,19564.06334,-4165.06334
53,San_Francisco,CA,47,723959,32.2,14.5,4761,3640,71234,78.0,35.0,9.7,5.6,28532,20656,4,3,2.45628,23694.06562,4837.93438
63,Ventura,CA,1846,669016,28.8,9.4,1168,1372,30235,79.4,23.0,5.0,7.0,21420,14330,4,2,0.70421,19269.06318,2150.93682
64,Fresno,CA,5963,667490,28.3,10.4,1188,1681,62004,66.2,16.9,16.8,12.6,16365,10923,4,2,-0.54111,17019.68693,-654.68693
65,Pima,AZ,9187,666880,28.9,13.7,1841,2016,57051,80.5,23.3,12.0,3.9,15191,10131,4,1,-0.83033,19379.68824,-4188.68824
69,San_Mateo,CA,449,649623,28.4,12.3,1814,1642,30473,84.1,31.3,4.3,4.2,28819,18721,4,3,2.52699,22329.68987,6489.31013
77,Pierce,WA,1676,586203,29.5,10.5,915,1226,41980,83.2,17.5,8.7,6.4,16194,9493,4,2,-0.58324,17240.93705,-1046.93705
78,Multnomah,OR,435,583887,28.4,13.6,2571,3009,58216,82.9,23.7,8.9,5.1,19215,11219,4,2,0.16100,19527.18832,-312.18832
85,Kern,CA,8142,543477,28.3,9.7,682,1194,36318,67.6,13.3,13.7,11.8,15881,8631,4,1,-0.66035,15692.18620,188.81380
98,San_Joaquin,CA,1399,480628,27.7,11.1,666,1051,41179,68.6,13.2,12.0,12.0,15453,7427,4,1,-0.76579,15655.31118,-202.31118
99,Bernalillo,NM,1166,480577,29.2,10.5,1585,1726,41280,82.1,26.7,10.9,5.2,17518,8419,4,2,-0.25707,20633.43893,-3115.43893
102,Denver,CO,153,467610,30.3,13.8,2867,3652,37466,79.2,29.0,13.1,5.4,22156,10360,4,2,0.88553,21481.56440,674.43560
103,Snohomish,WA,2090,465642,28.1,9.5,502,672,20323,85.7,19.3,4.9,5.6,18545,8635,4,2,-0.00406,17904.68742,640.31258
110,Jefferson,CO,772,438430,26.9,8.0,551,298,23453,89.8,30.7,4.1,4.1,20997,9206,4,2,0.60000,22108.43975,-1111.43975
122,El_Paso,CO,2127,397014,31.7,8.0,548,1026,25234,88.3,25.8,8.1,6.1,16807,6673,4,2,-0.43222,20301.56375,-3494.56375
126,Arapahoe,CO,803,391511,28.3,7.4,583,742,27587,91.5,35.2,4.4,3.9,22507,8812,4,2,0.97200,23767.81566,-1260.81566
127,Sonoma,CA,1576,388222,25.8,13.4,840,798,18556,84.4,24.5,5.2,5.7,22055,8562,4,2,0.86064,19822.18848,2232.81152
133,Stanislaus,CA,1495,370522,27.4,10.8,558,1306,25461,68.4,13.0,11.4,14.3,15238,5646,4,1,-0.81875,15581.56114,-343.56114
135,Santa_Barbara,CA,2739,369608,32.8,12.3,875,1031,18313,80.0,26.6,7.4,6.0,21902,8095,4,2,0.82295,20596.56391,1305.43609
138,Spokane,WA,1764,361364,27.0,13.2,852,1346,20042,84.4,20.6,9.8,6.2,16365,5914,4,2,-0.54111,18384.06269,-2019.06269
140,Monterey,CA,3322,355660,32.6,9.8,515,602,17870,72.9,21.5,8.5,10.9,19465,6923,4,2,0.22259,18715.93787,749.06213
145,Solano,CA,828,340421,29.7,8.2,481,503,21756,82.7,18.7,6.0,7.0,17268,5878,4,2,-0.31865,17683.43730,-415.43730
155,Tulare,CA,4824,311921,26.3,10.8,358,656,19489,60.2,11.8,18.0,17.1,14710,4588,4,1,-0.94883,15139.06089,-429.06089
156,Washington,OR,724,311554,27.6,10.1,353,294,12630,88.2,29.8,4.8,4.4,19932,6210,4,2,0.33763,21776.56456,-1844.56456
169,Lane,OR,4554,282912,27.4,13.1,497,654,16091,83.0,22.2,9.4,6.5,15701,4442,4,1,-0.70469,18974.06301,-3273.06301
172,Clackamas,OR,1868,278850,23.1,11.5,462,345,12855,85.7,23.6,4.7,4.2,19942,5561,4,2,0.34010,19490.31330,451.68670
181,Adams,CO,1192,265038,29.6,7.6,439,318,19369,78.8,13.0,8.8,5.0,16116,4271,4,2,-0.60246,15581.56114,534.43886
184,Utah,UT,1998,263590,33.9,7.0,291,544,10605,87.9,26.2,10.6,4.3,11467,3023,4,1,-1.74776,20449.06383,-8982.06383
191,Washoe,NV,6343,254667,29.5,10.3,603,990,18831,82.5,20.7,6.3,5.0,21327,5431,4,2,0.68130,18420.93771,2906.06229
204,Clark,WA,628,238053,25.3,10.6,256,299,10706,83.9,16.8,7.0,6.6,16790,3997,4,2,-0.43641,16982.81191,-192.81191
206,Marin,CA,520,230096,24.7,12.3,1001,488,9460,91.9,44.0,3.0,4.0,37541,8638,4,4,4.67569,27012.81746,10528.18254
208,Santa_Cruz,CA,446,229734,29.9,11.3,429,390,13707,81.9,29.7,6.2,8.0,22025,5060,4,2,0.85325,21739.68954,285.31046
209,Marion,OR,1185,228483,25.7,14.3,376,498,14825,78.7,17.5,9.4,5.7,16022,3661,4,1,-0.62561,17240.93705,-1218.93705
214,Boulder,CO,743,225339,34.2,7.6,452,387,14124,91.3,42.1,5.6,3.5,21421,4827,4,2,0.70446,26312.19207,-4891.19207
221,San_Luis_Obispo,CA,3305,217162,31.4,14.1,424,522,8103,83.3,22.9,6.8,5.8,17221,3740,4,2,-0.33023,19232.18816,-2011.18816
233,Ada,ID,1055,205775,27.6,10.4,367,557,9701,87.2,24.9,6.2,4.1,18786,3866,4,2,0.05531,19969.68856,-1183.68856
242,Kitsap,WA,396,189731,27.7,10.7,233,244,8996,86.6,19.8,7.5,5.2,17009,3227,4,2,-0.38246,18089.06252,-1080.06252
245,Yakima,WA,4296,188823,25.1,13.0,231,518,15139,66.1,13.7,15.6,11.6,15374,2903,4,1,-0.78525,15839.68628,-465.68628
246,Davis,UT,305,187941,26.2,6.1,166,248,6279,89.9,23.5,5.5,4.5,13394,2517,4,1,-1.27303,19453.43828,-6059.43828
250,Larimer,CO,2601,186136,32.1,9.6,278,409,8921,88.6,32.3,6.6,4.1,17140,3190,4,2,-0.35019,22698.44007,-5558.44007
256,Butte,CA,1640,182120,28.2,17.3,327,625,8939,77.6,19.5,12.2,9.4,15051,2741,4,1,-0.86482,17978.43746,-2927.43746
262,Merced,CA,1929,178403,28.2,9.2,185,337,8587,63.1,12.0,15.4,14.6,13961,2491,4,1,-1.13335,15212.81093,-1251.81093
270,Placer,CA,1404,172796,23.5,12.0,329,322,8904,85.1,22.7,5.3,6.8,20168,3485,4,2,0.39577,19158.43811,1009.56189
284,Thurston,WA,727,161238,25.3,11.7,283,500,7882,86.5,24.7,7.1,5.9,17312,2791,4,2,-0.30782,19895.93852,-2583.93852
288,Weber,UT,576,158330,26.0,11.1,266,573,9191,82.5,18.0,7.8,5.7,15301,2423,4,1,-0.80323,17425.31216,-2124.31216
308,Shasta,CA,3786,147036,22.8,14.1,267,468,7336,78.4,13.7,11.0,10.3,16277,2393,4,2,-0.56279,15839.68628,437.31372
311,Jackson,OR,2785,146389,22.1,16.2,263,522,7170,80.1,17.6,9.7,7.6,15582,2281,4,1,-0.73401,17277.81207,-1695.81207
325,Yolo,CA,1012,141092,36.5,9.6,339,168,10650,79.1,30.3,9.8,7.2,19727,2783,4,2,0.28713,21960.93966,-2233.93966
334,Dona_Ana,NM,3807,135510,31.4,8.8,171,240,8850,70.4,21.9,20.7,7.4,11379,1542,4,1,-1.76944,18863.43795,-7484.43795
338,Weld,CO,3993,131821,29.6,10.2,172,281,7901,74.9,18.4,10.6,4.5,15874,2093,4,1,-0.66207,17572.81224,-1698.81224
351,Whatcom,WA,2120,127780,28.8,12.5,203,214,7070,83.2,22.0,7.4,6.3,16002,2045,4,1,-0.63054,18900.31297,-2898.31297
355,El_Dorado,CA,1712,125995,23.0,11.8,147,163,5152,85.9,20.8,5.8,6.1,19250,2425,4,2,0.16962,18457.81273,792.18727
360,Pueblo,CO,2389,123051,24.1,15.2,259,555,8640,73.9,14.0,16.7,7.0,14197,1747,4,1,-1.07521,15950.31134,-1753.31134
368,Hawaii,HI,4028,120317,22.5,12.6,182,391,7226,77.7,18.5,10.9,4.0,16728,2013,4,2,-0.45169,17609.68726,-881.68726
373,Humboldt,CA,3573,119118,27.5,12.3,207,311,5737,80.5,20.0,12.8,8.8,16138,1922,4,2,-0.59704,18162.81256,-2024.81256
380,Pinal,AZ,5370,116379,24.4,13.7,61,309,6275,65.5,8.2,18.7,7.9,11396,1326,4,1,-1.76525,13811.56016,-2415.56016
388,Yellowstone,MT,2635,113419,25.6,12.4,262,554,3879,83.7,21.5,9.0,5.3,17272,1959,4,2,-0.31767,18715.93787,-1443.93787
391,Benton,WA,1703,112560,25.1,10.1,142,278,6249,83.9,23.3,8.9,6.8,17332,1951,4,2,-0.30289,19379.68824,-2047.68824
400,Napa,CA,754,110765,24.5,16.5,345,1019,5056,80.7,22.3,4.6,5.9,22668,2511,4,2,1.01166,19010.93803,3657.06197
404,Imperial,CA,4175,109303,25.5,10.2,82,221,8042,53.2,9.7,20.8,21.3,14523,1587,4,1,-0.99490,14364.68546,158.31454
412,Yavapai,AZ,8124,107714,18.3,23.8,114,159,3952,78.9,17.7,9.8,5.4,13681,1474,4,1,-1.20233,17314.68709,-3633.68709
415,Yuma,AZ,5514,106895,27.4,13.8,118,197,5414,64.9,12.7,15.4,17.8,11490,1228,4,1,-1.74209,15470.93607,-3980.93607
433,Kings,CA,1390,101469,33.7,7.7,82,180,4449,65.6,9.0,15.0,12.8,13907,1411,4,1,-1.14665,14106.56032,-199.56032
439,Maui,HI,1159,100374,26.2,11.3,192,182,7130,77.0,17.8,5.7,3.2,18504,1857,4,2,-0.01416,17351.56211,1152.43789
